,indicator,year,Gross capital formation (% of GDP),country
7560,Gross capital formation (% of GDP),1998,33.8589348077313,IRN
7561,Gross capital formation (% of GDP),1998,7.39214687039576,IRQ
7562,Gross capital formation (% of GDP),1998,25.8634206795628,ISL
7563,Gross capital formation (% of GDP),1998,26.3098951191508,ISR
7564,Gross capital formation (% of GDP),1998,20.2331937912659,ITA
7565,Gross capital formation (% of GDP),1998,22.6006625733252,JAM
7566,Gross capital formation (% of GDP),1998,21.8189596777069,JOR
7567,Gross capital formation (% of GDP),1998,29.5908237393136,JPN
7568,Gross capital formation (% of GDP),1998,15.8045617414779,KAZ
7569,Gross capital formation (% of GDP),1998,16.6927164077638,KEN
7570,Gross capital formation (% of GDP),1998,15.4440719221565,KGZ
7571,Gross capital formation (% of GDP),1998,11.8337696618173,KHM
7572,Gross capital formation (% of GDP),1998,,KIR
7573,Gross capital formation (% of GDP),1998,,KNA
7574,Gross capital formation (% of GDP),1998,27.7790487352091,KOR
7575,Gross capital formation (% of GDP),1998,18.451906659078,KWT
7576,Gross capital formation (% of GDP),1998,20.2599464207318,Latin America & Caribbean (
7577,Gross capital formation (% of GDP),1998,,LAO
7578,Gross capital formation (% of GDP),1998,28.4026157788061,LBN
7579,Gross capital formation (% of GDP),1998,,LBR
7580,Gross capital formation (% of GDP),1998,11.9604457698948,LBY
7581,Gross capital formation (% of GDP),1998,,LCA
7582,Gross capital formation (% of GDP),1998,20.9268050773432,Latin America & Caribbean
7583,Gross capital formation (% of GDP),1998,20.8997007845427,Least developed countries: UN classification
7584,Gross capital formation (% of GDP),1998,12.0838569150354,Low income
7585,Gross capital formation (% of GDP),1998,,LIE
7586,Gross capital formation (% of GDP),1998,25.1367897004477,LKA
7587,Gross capital formation (% of GDP),1998,21.8980481238315,Lower middle income
7588,Gross capital formation (% of GDP),1998,23.8666920975945,Low & middle income
7589,Gross capital formation (% of GDP),1998,,LSO
7590,Gross capital formation (% of GDP),1998,25.0928618857354,Late-demographic dividend
7591,Gross capital formation (% of GDP),1998,24.1915315326061,LTU
7592,Gross capital formation (% of GDP),1998,22.3255803948791,LUX
7593,Gross capital formation (% of GDP),1998,26.0984734784542,LVA
7594,Gross capital formation (% of GDP),1998,16.0053836793392,MAC
7595,Gross capital formation (% of GDP),1998,,MAF
7596,Gross capital formation (% of GDP),1998,24.999620047703,MAR
7597,Gross capital formation (% of GDP),1998,,MCO
7598,Gross capital formation (% of GDP),1998,25.8731282982353,MDA
7599,Gross capital formation (% of GDP),1998,12.2465309420613,MDG
7600,Gross capital formation (% of GDP),1998,,MDV
7601,Gross capital formation (% of GDP),1998,24.3438584878083,AFG
7602,Gross capital formation (% of GDP),1998,22.8039516150861,MEX
7603,Gross capital formation (% of GDP),1998,,MHL
7604,Gross capital formation (% of GDP),1998,24.0454754532234,Middle income
7605,Gross capital formation (% of GDP),1998,21.1653905377665,MKD
7606,Gross capital formation (% of GDP),1998,19.8043163845826,MLI
7607,Gross capital formation (% of GDP),1998,26.0348343713829,MLT
7608,Gross capital formation (% of GDP),1998,,MMR
7609,Gross capital formation (% of GDP),1998,23.8594262647791,AFG
7610,Gross capital formation (% of GDP),1998,,MNE
7611,Gross capital formation (% of GDP),1998,30.4655243154493,MNG
7612,Gross capital formation (% of GDP),1998,,MNP
7613,Gross capital formation (% of GDP),1998,27.6954548193794,MOZ
7614,Gross capital formation (% of GDP),1998,9.76230646855597,MRT
7615,Gross capital formation (% of GDP),1998,25.4361341581941,MUS
7616,Gross capital formation (% of GDP),1998,,MWI
7617,Gross capital formation (% of GDP),1998,26.6749751979749,MYS
7618,Gross capital formation (% of GDP),1998,22.8320785447488,North America
7619,Gross capital formation (% of GDP),1998,22.349702659318,NAM
7620,Gross capital formation (% of GDP),1998,21.2664855722331,NCL
7621,Gross capital formation (% of GDP),1998,14.6266294101088,NER
7622,Gross capital formation (% of GDP),1998,,NGA
7623,Gross capital formation (% of GDP),1998,25.8244333825796,NIC
7624,Gross capital formation (% of GDP),1998,22.7426875258017,NLD
7625,Gross capital formation (% of GDP),1998,28.2518520937403,NOR
7626,Gross capital formation (% of GDP),1998,24.8393691103392,NPL
7627,Gross capital formation (% of GDP),1998,,NRU
7628,Gross capital formation (% of GDP),1998,20.8114129519031,NZL
7629,Gross capital formation (% of GDP),1998,23.8038537003727,OECD members
7630,Gross capital formation (% of GDP),1998,38.1439455341222,OMN
7631,Gross capital formation (% of GDP),1998,25.898718236687,Other small states
7632,Gross capital formation (% of GDP),1998,17.7111996462578,PAK
7633,Gross capital formation (% of GDP),1998,29.8237024522318,PAN
