,year,"Exports of goods, Free on board (FOB), US dollar","Imports of goods, Cost insurance freight (CIF), US dollar",export_share,country
11280,1979,29834.4,26477.3,0.5298081926136132,CHE
11281,1980,29640.9,36353.6,0.4491419739523748,CHE
11282,1981,27036.3,30687.3,0.46837515331684093,CHE
11283,1982,26011.1,28674.1,0.47565154740222215,CHE
11284,1983,25585.0,29188.9,0.4671020321722572,CHE
11285,1984,25846.2,29514.3,0.46687078332023735,CHE
11286,1985,27444.6,30697.3,0.47202791790429965,CHE
11287,1986,37454.6,41047.1,0.47711832992151765,CHE
11288,1987,45499.8,50649.2,0.47322177037722707,CHE
11289,1988,50628.0,56547.5,0.47238408031686346,CHE
11290,1989,51552.7069173867,58205.9832464637,0.4696913459920812,CHE
11291,1990,63797.3555564878,69703.7570607241,0.47787883041405144,CHE
11292,1991,61385.2688590706,66256.5828048745,0.48091803792290216,CHE
11293,1992,65548.7065500307,65732.3725122514,0.49930048578388986,CHE
11294,1993,62739.9712962679,60701.7395771535,0.5082558468474421,CHE
11295,1994,70482.8800984068,68043.2625415441,0.5088056214890917,CHE
11296,1995,81373.2530161931,80049.9803028213,0.5040987678358438,CHE
11297,1996,79366.5937372715,78177.3443144524,0.503774342058241,CHE
11298,1997,75958.3333095658,75650.3254366786,0.5010157990824348,CHE
11299,1998,78848.9836577568,80268.4925927452,0.4955394310906691,CHE
11300,1999,80250.6,79840.8,0.5012798938606321,CHE
11301,2000,80471.24572,82534.5539,0.49367105899050834,CHE
11302,2001,81989.240438,84066.568103,0.4937450918361368,CHE
11303,2002,91600.912673,87177.89478,0.5123700844524394,CHE
11304,2003,104675.70637,100224.941945,0.5108607865851105,CHE
11305,2004,122844.418983,115799.474844,0.514760369574147,CHE
11306,2005,130814.756437,126510.141611,0.508364163084594,CHE
11307,2006,147565.169135,141255.034587,0.5109239839642135,CHE
11308,2007,171823.967085,160964.591914,0.5163157279259601,CHE
11309,2008,200334.093151,183192.419371,0.5223474430323989,CHE
11310,2009,172639.613552,155706.149136,0.5257860254954629,CHE
11311,2010,195502.018791,176304.402549,0.5258166819346628,CHE
11312,2011,234832.135239,208279.010143,0.5299621498722503,CHE
11313,2012,312432.698181,295606.929829,0.5138360787495608,CHE
11314,2013,357809.273738,321094.931879,0.5270394125969756,CHE
11315,2014,311155.007898,275235.35937,0.5306277614137406,CHE
11316,2015,289839.202523,251500.281914,0.5354111622292552,CHE
11317,2016,339268.416288,293646.439672,0.536041164294367,CHE
11318,2017,299069.969937,263986.629495,0.5311543639461748,CHE
11319,2018,309861.337236,275498.522495,0.5293518714767966,CHE
11320,2019,313769.87615,276422.337068,0.5316401489595771,CHE
11321,2020,313969.861637,290185.355855,0.5196841019438146,CHE
11322,2021,379401.552409,320237.571205,0.5422817844279401,CHE
11323,2022,401751.970003,356531.758,0.5298174748666249,CHE
11324,1950,109.8,140.1,0.43937575030012005,SYR
11325,1951,74.3,135.7,0.3538095238095238,SYR
11326,1952,84.7,140.7,0.375776397515528,SYR
11327,1953,102.2,138.9,0.42389050186644545,SYR
11328,1954,129.9,186.0,0.4112060778727446,SYR
11329,1955,132.1,197.9,0.40030303030303027,SYR
11330,1956,144.4,204.3,0.4141095497562374,SYR
11331,1957,152.6,172.0,0.47011706715958096,SYR
11332,1958,110.8,202.8,0.35331632653061223,SYR
11333,1959,118.7,190.1,0.38439119170984454,SYR
11334,1960,123.5,236.5,0.34305555555555556,SYR
11335,1961,110.5,197.1,0.35923276983094926,SYR
11336,1962,167.4,233.6,0.4174563591022444,SYR
11337,1963,188.7,228.4,0.4524094941261088,SYR
11338,1964,176.1,234.8,0.4285714285714286,SYR
11339,1965,168.7,212.3,0.4427821522309711,SYR
11340,1966,169.5,294.0,0.3656957928802589,SYR
11341,1967,154.7,263.8,0.36965352449223415,SYR
11342,1968,167.5,311.9,0.3493950771798081,SYR
11343,1969,206.64,369.1,0.35891200889290303,SYR
11344,1970,202.98,359.73,0.36071866503172145,SYR
11345,1971,205.75,440.26,0.3184935217721088,SYR
11346,1972,287.33,539.53,0.34749534383087827,SYR
11347,1973,351.03,613.25,0.36403326834529387,SYR
11348,1974,784.31,1229.7,0.3894270634207377,SYR
11349,1975,929.99,1685.43,0.3555796009818691,SYR
11350,1976,1065.04,2362.23,0.31075462394267156,SYR
11351,1977,1063.12,2657.39,0.28574577141305896,SYR
11352,1978,1059.86,2458.66,0.3012232415902141,SYR
11353,1979,1644.22,3329.17,0.33060347167626103,SYR
11354,1980,2107.73,4116.99,0.338606395147091,SYR
11355,1981,2101.94,5008.22,0.2956248523239983,SYR
11356,1982,2026.53,4014.76,0.3354465685308932,SYR
11357,1983,1936.24,4542.39,0.29886565523883907,SYR
11358,1984,1853.54,3977.41,0.3178795908042429,SYR
11359,1985,1637.79,3967.5,0.2921864881210428,SYR
11360,1986,1327.4,2642.74,0.3343458920844102,SYR
11361,1987,1354.85,2470.15,0.35420915032679734,SYR
11362,1988,1343.73131403118,2226.60944320713,0.37635940247635297,SYR
11363,1989,3006.3571714922,2083.59654788419,0.5906452862326874,SYR
11364,1990,4210.20730512249,2392.29113585746,0.637668807158038,SYR
11365,1991,3432.04570155902,2743.37879732739,0.5557586692506575,SYR
11366,1992,3083.28222717149,3454.38832962138,0.47161786455694854,SYR
11367,1993,3149.60231625836,4142.68792873052,0.4319085239952847,SYR
11368,1994,3314.06453234154,5251.26988056902,0.3869159536078636,SYR
11369,1995,3969.8693986637,4708.77630289532,0.45742959618118273,SYR
11370,1996,7534.57461024498,5331.54565701559,0.5856135691050265,SYR
11371,1997,7285.6035634744,4027.67928730513,0.6439866888833592,SYR
11372,1998,2890.20124721604,3895.32204899778,0.4259363826558096,SYR
11373,1999,3463.65986636971,3831.61015590201,0.4747815853005451,SYR
11374,2000,18731.109311,20307.964378,0.4798041434133169,SYR
11375,2001,23023.320429,27780.207855,0.45318349348289133,SYR
11376,2002,29547.865225,28180.783588,0.5118405823201265,SYR
11377,2003,26226.852955,31726.730289,0.45254929008579114,SYR
11378,2004,24573.214178,41773.482606,0.37037584942625223,SYR
11379,2005,8547.381453,21465.441827,0.28479098328266306,SYR
11380,2006,11785.417465,25642.856959,0.31488006450660405,SYR
11381,2007,51584.242823,60985.005203,0.45824453594187325,SYR
11382,2008,63055.526394,74780.877638,0.45746642069508053,SYR
11383,2009,43503.817399,63627.079652,0.40608095886931544,SYR
11384,2010,50696.083212,72357.037988,0.411985350047342,SYR
11385,2011,10512.895209,19985.345413,0.34470497296216135,SYR
11386,2012,3059.391095,12583.370249,0.1955787106714041,SYR
11387,2013,1708.76837,8846.143571,0.16189319054026202,SYR
11388,2014,1162.488923,10220.108218,0.10212861867989044,SYR
11389,2015,2356.647979,6274.75794,0.2730317634364057,SYR
11390,2016,2376.528338,4933.6175,0.32509998988613886,SYR
11391,2017,2555.119313,6153.321006,0.29340722556543936,SYR
11392,2018,2400.141677,7163.819548,0.25095685987580946,SYR
11393,2019,2609.140379,6833.148581,0.27632498751658624,SYR
11394,2020,2727.183696,5696.437574,0.323754310478396,SYR
11395,2021,1721.477754,6606.217445,0.2067171903946145,SYR
11396,2022,1935.504633,6708.195974,0.22392083217604206,SYR
11397,1969,8.5,7.8,0.5214723926380368,STP
11398,1970,8.1,9.0,0.4736842105263157,STP
11399,1973,13.1,9.8,0.5720524017467249,STP
11400,1974,17.4,9.0,0.6590909090909091,STP
11401,1975,7.1,10.5,0.4034090909090909,STP
11402,1976,8.2,8.5,0.49101796407185627,STP
11403,1977,22.8,12.3,0.6495726495726496,STP
11404,1981,13.6636363636364,20.988,0.3943143180959583,STP
11405,1982,9.3,22.968,0.28821123094087026,STP
11406,1983,6.44363636363636,8.019,0.4455367750127286,STP
11407,1984,7.71818181818182,9.91059113295437,0.4378173024052917,STP
11408,1985,7.41090909090909,12.798995,0.3666968956197421,STP
11409,1986,7.45090909090909,11.9514731939628,0.3840203219126649,STP
11410,1987,6.8618181818182,16.0669225145963,0.2992671194930135,STP
11411,1988,13.7856592296152,37.9518910352232,0.2664536523095516,STP
11412,1989,9.81208932508882,43.4598127859133,0.18418883006361345,STP
11413,1990,29.0827374965452,50.7664581329337,0.36422079480295194,STP
11414,1991,21.118736261795,35.106481539092,0.3756096834801738,STP
11415,1992,5.1173905284621,35.2534759843499,0.1267594919429846,STP
11416,1993,7.75497642011703,41.1988458676186,0.1584141147250085,STP
11417,1994,8.95456284505156,54.1286130782724,0.1419485102642202,STP
11418,1995,6.5285457507364,44.2468993705605,0.1285768295115962,STP
11419,1996,7.61834494946712,37.8504815670932,0.1675509471679992,STP
11420,1997,9.24501942317788,41.3081632585812,0.18287709957604165,STP
11421,1998,16.1323518930163,48.4469917339724,0.24980668720012106,STP
11422,1999,12.4294808696399,53.1752595973334,0.1894601027481717,STP
11423,2000,2.764595,29.952915,0.08449894261513176,STP
11424,2001,2.6768,28.44767,0.08600307089566506,STP
11425,2002,5.008192,31.169515,0.1384330963817027,STP
11426,2003,6.823605,40.869658,0.14307272287073333,STP
11427,2004,3.555345,41.264731,0.07932483202393499,STP
11428,2005,3.413508,49.808923,0.06413664193580335,STP
11429,2006,3.554329,70.957577,0.04770149081946717,STP
11430,2007,6.661166,79.252284,0.07753344790600307,STP
11431,2008,10.625032,112.88708,0.0860242111316176,STP
11432,2009,7.710382,101.767429,0.07042871911277071,STP
11433,2010,5.993199,111.454588,0.05102862431967321,STP
11434,2011,6.784191,139.68552,0.046318047285557905,STP
11435,2012,6.086156,143.76184,0.04061553148832234,STP
11436,2013,7.003978,155.231505,0.04317167780121196,STP
11437,2014,10.567578,173.621614,0.05737349670332448,STP
11438,2015,9.294666,143.990046,0.06063661456336232,STP
11439,2016,10.495991,139.836236,0.06981863576064765,STP
11440,2017,10.939198,150.956723,0.06756932436858615,STP
11441,2018,12.0873,148.30596,0.0753603985603884,STP
11442,2019,9.858893,147.66694,0.06258588075519017,STP
11443,2020,12.510943,138.257853,0.08298098367781619,STP
11444,2021,19.28106,167.801011,0.1030620406163881,STP
11445,2022,21.938283,192.403304,0.10235196681640693,STP
11446,1992,29.3185421923387,72.9484040136087,0.2866863955563549,TJK
11447,1993,349.7727,532.1071,0.3966217391531136,TJK
11448,1994,491.9036,546.9891,0.4734883592886927,TJK
11449,1995,748.5935,809.8847,0.4803362023286562,TJK
11450,1996,771.5324,668.0901,0.5359268836101131,TJK
11451,1997,803.3614,750.2805,0.5170827331574928,TJK
11452,1998,596.5659,710.9918,0.4562444165943882,TJK
11453,1999,688.6796,663.0146,0.509493641387231,TJK
11454,2000,685.680322,640.902602,0.5168770904516784,TJK
11455,2001,664.106953,697.895751,0.48759591375965433,TJK
11456,2002,753.645747,724.583163,0.5098302041731818,TJK
11457,2003,809.731269,883.62607,0.478180978315056,TJK
11458,2004,941.749615,1161.202668,0.4478226266059315,TJK
11459,2005,938.711448,1335.272096,0.4128048553723396,TJK
11460,2006,1439.278965,1731.543509,0.45391344889275564,TJK
11461,2007,1508.787049,2553.66673,0.3713979607101888,TJK
11462,2008,1483.802322,3273.898147,0.31187384150559483,TJK
11463,2009,1037.221914,2512.50865,0.29219736408140523,TJK
11464,2010,1035.360698,2322.463988,0.3083426905272326,TJK
11465,2011,1220.417063,2818.19025,0.302187602907458,TJK
11466,2012,1374.642086,2629.185812,0.34333196156774465,TJK
11467,2013,1413.489211,3073.646251,0.3150092576812873,TJK
11468,2014,1023.753754,3781.934357,0.21302958709631498,TJK
11469,2015,1043.40037,2914.924789,0.2635964272989631,TJK
11470,2016,949.858275,3053.393116,0.23727170298009395,TJK
11471,2017,1118.480879,2794.083674,0.28586899049177167,TJK
11472,2018,1197.318934,3215.841904,0.2713064349910738,TJK
11473,2019,919.007653,3364.91168,0.21452496687336667,TJK
11474,2020,730.092634,3169.919318,0.18720266578300987,TJK
11475,2021,1477.326275,4260.741927,0.2574605639028617,TJK
11476,2022,1672.103887,5335.045299,0.23862826987340238,TJK
11477,1948,68.3,88.9,0.4344783715012723,TZA
11478,1949,70.1,98.9,0.414792899408284,TZA
11479,1950,67.6,65.3,0.5086531226486081,TZA
11480,1951,111.1,75.6,0.5950723085163364,TZA
11481,1952,131.7,103.6,0.5597110072248194,TZA
11482,1953,98.0,75.5,0.5648414985590778,TZA
11483,1954,104.3,86.0,0.5480819758276405,TZA
11484,1955,103.3,118.2,0.46636568848758464,TZA
11485,1956,127.8,89.8,0.5873161764705882,TZA
11486,1957,113.5,94.9,0.5446257197696737,TZA
11487,1958,117.8,79.4,0.5973630831643002,TZA
11488,1959,128.5,78.902,0.6195697244963887,TZA
11489,1960,154.2,82.7,0.6509075559307725,TZA
11490,1961,138.2,86.2,0.6158645276292335,TZA
11491,1962,147.4,84.0,0.6369922212618842,TZA
11492,1963,179.5,84.5,0.6799242424242424,TZA
11493,1964,197.6,122.3,0.6176930290715849,TZA
11494,1965,177.0,139.4,0.5594184576485461,TZA
11495,1966,235.4,179.7,0.5670922669236328,TZA
11496,1967,219.7,181.904,0.5470563042200774,TZA
11497,1968,240.208,255.381,0.48469195240410906,TZA
11498,1969,245.578,237.154,0.5087253382829396,TZA
11499,1970,260.492,318.383,0.44999697689483914,TZA
11500,1971,280.807,381.763,0.4238148422053519,TZA
11501,1972,319.638,402.909,0.44237675888212113,TZA
11502,1973,340.761,488.486,0.41092822765713954,TZA
11503,1974,420.11,812.828,0.3407389503770668,TZA
11504,1975,391.81,842.523,0.3174264967395346,TZA
11505,1976,492.756,656.066,0.42892284444413487,TZA
11506,1977,500.859,729.608,0.4070478931982735,TZA
11507,1978,453.844,1118.273,0.28868334863117695,TZA
11508,1979,539.104,1079.547,0.3330575893135704,TZA
11509,1980,510.789,1226.595,0.29399890870412065,TZA
11510,1981,568.056,1175.763,0.32575399167000707,TZA
11511,1982,446.392,1131.014,0.2829911893323596,TZA
11512,1983,371.326,796.614,0.3179324280356868,TZA
11513,1984,376.688,847.26,0.3077647089582237,TZA
11514,1985,283.761,1028.042,0.21631373003415913,TZA
11515,1986,344.777,779.839,0.30657308805850175,TZA
11516,1987,290.04,811.846,0.26322142217978994,TZA
11517,1988,275.072,822.876,0.25053281211860673,TZA
11518,1989,256.278,780.995,0.24706899726494375,TZA
11519,1990,415.347564864947,1021.5429678071,0.28905999129423254,TZA
11520,1991,412.972087755727,1231.40342011798,0.25114220309066076,TZA
11521,1992,474.261972455126,1551.97455150632,0.23406051901971833,TZA
11522,1993,470.68383855987,1463.36597328982,0.2433669679426284,TZA
11523,1994,542.695743581437,1534.54505991432,0.2612579835078064,TZA
11524,1995,697.083249426839,1879.16219980816,0.2705810696856675,TZA
11525,1996,763.463132934885,1787.25641448051,0.2993128482935298,TZA
11526,1997,619.814161381096,1408.83615942887,0.3055303099913379,TZA
11527,1998,588.421365475875,1571.35437326814,0.2724455854004835,TZA
11528,1999,621.527384903635,1660.35816136111,0.27237447816829513,TZA
11529,2000,734.162996,1520.643253,0.3255991490734954,TZA
11530,2001,774.20196,1779.620506,0.30315418174412756,TZA
11531,2002,945.993051,1749.347253,0.35097351143234345,TZA
11532,2003,1148.048634,2234.73819,0.3393795393357013,TZA
11533,2004,1494.27216,2635.536146,0.3618260338691856,TZA
11534,2005,1696.902528,3349.984141,0.3362275872812947,TZA
11535,2006,1893.644434,4651.668816,0.28931303387198465,TZA
11536,2007,2209.206277,6107.997415,0.26561887369969683,TZA
11537,2008,3187.991656,8312.528701,0.2772041226864636,TZA
11538,2009,3040.443133,6671.784217,0.3130531260679354,TZA
11539,2010,4110.760315,8168.593625,0.3347700811529829,TZA
11540,2011,4799.721129,11486.360531,0.2947130702892472,TZA
11541,2012,5633.232646,11954.672615,0.32029014043482007,TZA
11542,2013,4494.996994,12759.715251,0.2605083718682438,TZA
11543,2014,5868.086824,13059.306562,0.31003142927966193,TZA
11544,2015,5938.070569,15026.954863,0.2832369838166958,TZA
11545,2016,4828.05879,8127.885893,0.37265200710026836,TZA
11546,2017,3853.44784,10001.222013,0.27813350161971556,TZA
11547,2018,3668.149099,8515.984237,0.3010595007329621,TZA
11548,2019,4760.919941,9053.863327,0.3446250186224782,TZA
11549,2020,6066.070728,8516.390483,0.4159840125906988,TZA
11550,2021,6390.862891,10833.862442,0.3710284354291596,TZA
11551,2022,6824.846118,15652.839804,0.30362761281045364,TZA
11552,1956,235.1,327.5,0.4178812655527906,THA
11553,1957,261.4,368.1,0.4152501985702938,THA
11554,1958,257.3,383.6,0.4014666874707442,THA
11555,1959,298.7,407.4,0.4230278997309163,THA
11556,1960,344.2,434.0,0.44230274993574914,THA
11557,1961,399.2,468.4,0.4601198709082527,THA
11558,1962,383.9,540.1,0.41547619047619044,THA
11559,1963,387.8,591.4,0.3960375816993464,THA
11560,1964,458.1,655.5,0.4113685344827587,THA
11561,1965,490.9,717.9,0.4061052283256122,THA
11562,1966,689.4,895.7,0.43492524130969656,THA
11563,1967,683.0,1059.0,0.3920780711825488,THA
11564,1968,654.5,1142.4,0.36423841059602646,THA
11565,1969,704.96,1248.31,0.36091272583923373,THA
11566,1970,709.93,1298.52,0.3534715825636685,THA
11567,1971,827.49,1294.51,0.3899575871819039,THA
11568,1972,1078.13,1484.26,0.4207517200738373,THA
11569,1973,1562.3,2032.2,0.43463624982612326,THA
11570,1974,2440.55,3144.75,0.4369595187366838,THA
11571,1975,2201.5,3189.56,0.40836124992116585,THA
11572,1976,2974.52,3571.96,0.4543693710207623,THA
11573,1977,3481.58,4615.43,0.42998341363046355,THA
11574,1978,4081.1,5355.09,0.4324944707556757,THA
11575,1979,5296.55,7164.34,0.425053908669445,THA
11576,1980,6498.93,9218.46,0.4134865903308374,THA
11577,1981,7026.52,9956.43,0.4137396624261392,THA
11578,1982,6933.61,8535.6,0.44822004485038347,THA
11579,1983,6363.39,10282.88,0.38227122352334786,THA
11580,1984,7410.56,10415.3,0.4157196342841243,THA
11581,1985,7118.85,9271.17,0.43434053161619085,THA
11582,1986,8861.04,9184.33,0.49104230060120685,THA
11583,1987,11559.53,13014.43,0.47039752648738753,THA
11584,1988,15906.1892965788,20302.2666842441,0.43929487921283367,THA
11585,1989,20178.6593383344,25375.4849744948,0.44295990283043424,THA
11586,1990,23064.3656405425,33414.2848211086,0.4083731720219335,THA
11587,1991,28857.3008186615,37957.1283686392,0.4319022278520993,THA
11588,1992,32454.895847836,40686.4100720765,0.4437286898236835,THA
11589,1993,37312.3415701043,46191.7377589592,0.4468325603958581,THA
11590,1994,46121.6015074404,55092.0150170126,0.45568573766255566,THA
11591,1995,58672.7769824382,77084.8639446853,0.4321876586963862,THA
11592,1996,56450.8017249819,74938.6031788385,0.4296450065079828,THA
11593,1997,58431.3321316515,63465.4629699718,0.4793508482560045,THA
11594,1998,55391.5193947586,43702.6514264981,0.5589785850741138,THA
11595,1999,58491.9148354394,50350.0570271628,0.5374021972817369,THA
11596,2000,68962.672351,61923.465882,0.5268905728445781,THA
11597,2001,65113.243881,62057.113425,0.5120158915990394,THA
11598,2002,68849.790694,64720.764176,0.5154563500990867,THA
11599,2003,80321.711634,75824.319865,0.5144012362204313,THA
11600,2004,96217.639521,94407.2115,0.5047486673728615,THA
11601,2005,110161.771783,118143.08775,0.4825204860217915,THA
11602,2006,130561.26868,130605.205919,0.499915882696913,THA
11603,2007,153855.835278,141294.117966,0.5212802292088038,THA
11604,2008,175894.383056,179167.69394,0.49539050901789644,THA
11605,2009,151900.696202,134733.857525,0.529945515036108,THA
11606,2010,193359.318565,185120.618074,0.5108839329293936,THA
11607,2011,220202.555312,229092.074545,0.49010724962834595,THA
11608,2012,227354.939096,250453.302281,0.4758288355194203,THA
11609,2013,224437.032082,249576.687724,0.47348214345748374,THA
11610,2014,224694.885501,227895.119886,0.49646453263780804,THA
11611,2015,210684.843219,201790.336767,0.5107818686839556,THA
11612,2016,213761.91107,195102.781832,0.5228182202595717,THA
11613,2017,235925.097351,223707.34508,0.5132907853570782,THA
11614,2018,250607.211853,249373.17077,0.501234089502198,THA
11615,2019,245369.649807,238923.533227,0.5066551799672425,THA
11616,2020,229256.11708,207092.240864,0.5253969973903792,THA
11617,2021,266291.81122,266713.360264,0.4996045544522332,THA
11618,2022,283862.758108,301411.348521,0.4850082292944116,THA
11619,2002,0.007887,,,TLS
11620,2003,29.020443,,,TLS
11621,2004,110.066302,114.106625,0.49098837880633106,TLS
