,year,Population growth rate - Sex: all - Age: all - Variant: estimates,country
1036,1950,-0.039,AUT
1037,1951,-0.133,AUT
1038,1952,0.04,AUT
1039,1953,0.1,AUT
1040,1954,0.126,AUT
1041,1955,0.069,AUT
1042,1956,0.092,AUT
1043,1957,0.298,AUT
1044,1958,0.319,AUT
1045,1959,0.45,AUT
1046,1960,0.489,AUT
1047,1961,0.609,AUT
1048,1962,0.616,AUT
1049,1963,0.668,AUT
1050,1964,0.663,AUT
1051,1965,0.635,AUT
1052,1966,0.766,AUT
1053,1967,0.725,AUT
1054,1968,0.313,AUT
1055,1969,0.379,AUT
1056,1970,0.32,AUT
1057,1971,0.57,AUT
1058,1972,0.59,AUT
1059,1973,0.517,AUT
1060,1974,-0.178,AUT
1061,1975,-0.353,AUT
1062,1976,0.0,AUT
1063,1977,0.076,AUT
1064,1978,-0.238,AUT
1065,1979,-0.103,AUT
1066,1980,0.104,AUT
1067,1981,0.402,AUT
1068,1982,-0.256,AUT
1069,1983,-0.059,AUT
1070,1984,0.047,AUT
1071,1985,0.048,AUT
1072,1986,0.086,AUT
1073,1987,0.044,AUT
1074,1988,0.247,AUT
1075,1989,0.674,AUT
1076,1990,0.873,AUT
1077,1991,1.134,AUT
1078,1992,1.06,AUT
1079,1993,0.587,AUT
1080,1994,0.188,AUT
1081,1995,0.118,AUT
1082,1996,0.148,AUT
1083,1997,0.075,AUT
1084,1998,0.142,AUT
1085,1999,0.244,AUT
1086,2000,0.231,AUT
1087,2001,0.498,AUT
1088,2002,0.479,AUT
1089,2003,0.532,AUT
1090,2004,0.717,AUT
1091,2005,0.642,AUT
1092,2006,0.345,AUT
1093,2007,0.308,AUT
1094,2008,0.325,AUT
1095,2009,0.199,AUT
1096,2010,0.28,AUT
1097,2011,0.392,AUT
1098,2012,0.519,AUT
1099,2013,0.658,AUT
1100,2014,0.901,AUT
1101,2015,1.336,AUT
1102,2016,0.827,AUT
1103,2017,0.562,AUT
1104,2018,0.411,AUT
1105,2019,0.475,AUT
1106,2020,0.436,AUT
1107,2021,0.584,AUT
1108,2022,1.576,AUT
1110,1950,1.698,AZE
1111,1951,1.794,AZE
1112,1952,1.925,AZE
1113,1953,2.074,AZE
1114,1954,2.231,AZE
1115,1955,2.403,AZE
1116,1956,2.573,AZE
1117,1957,2.731,AZE
1118,1958,2.881,AZE
1119,1959,3.008,AZE
1120,1960,3.103,AZE
1121,1961,3.139,AZE
1122,1962,3.111,AZE
1123,1963,3.051,AZE
1124,1964,2.883,AZE
1125,1965,2.667,AZE
1126,1966,2.519,AZE
1127,1967,2.283,AZE
1128,1968,2.155,AZE
1129,1969,2.034,AZE
1130,1970,1.944,AZE
1131,1971,1.866,AZE
1132,1972,1.788,AZE
1133,1973,1.738,AZE
1134,1974,1.724,AZE
1135,1975,1.729,AZE
1136,1976,2.514,AZE
1137,1977,2.486,AZE
1138,1978,2.095,AZE
1139,1979,1.566,AZE
1140,1980,1.564,AZE
1141,1981,1.621,AZE
1142,1982,1.666,AZE
1143,1983,1.721,AZE
1144,1984,1.406,AZE
1145,1985,1.365,AZE
1146,1986,1.31,AZE
1147,1987,1.18,AZE
1148,1988,1.767,AZE
1149,1989,0.659,AZE
1150,1990,1.103,AZE
1151,1991,1.185,AZE
1152,1992,1.3,AZE
1153,1993,1.338,AZE
1154,1994,1.435,AZE
1155,1995,1.446,AZE
1156,1996,1.427,AZE
1157,1997,1.244,AZE
1158,1998,1.003,AZE
1159,1999,0.85,AZE
1160,2000,0.976,AZE
1161,2001,0.899,AZE
1162,2002,0.895,AZE
1163,2003,0.884,AZE
1164,2004,1.23,AZE
1165,2005,1.283,AZE
1166,2006,1.354,AZE
1167,2007,1.313,AZE
1168,2008,1.26,AZE
1169,2009,1.047,AZE
1170,2010,1.163,AZE
1171,2011,1.213,AZE
1172,2012,1.363,AZE
1173,2013,1.354,AZE
1174,2014,1.296,AZE
1175,2015,1.216,AZE
1176,2016,1.14,AZE
1177,2017,0.879,AZE
1178,2018,0.547,AZE
1179,2019,0.855,AZE
1180,2020,0.551,AZE
1181,2021,0.481,AZE
1182,2022,0.706,AZE
1184,1950,1.039,BHS
1185,1951,1.574,BHS
1186,1952,2.118,BHS
1187,1953,2.632,BHS
1188,1954,3.14,BHS
1189,1955,3.561,BHS
1190,1956,3.92,BHS
1191,1957,4.179,BHS
1192,1958,4.415,BHS
1193,1959,4.651,BHS
1194,1960,4.851,BHS
1195,1961,5.008,BHS
1196,1962,5.039,BHS
1197,1963,4.973,BHS
1198,1964,4.357,BHS
1199,1965,4.516,BHS
1200,1966,4.627,BHS
1201,1967,4.698,BHS
1202,1968,4.717,BHS
1203,1969,4.363,BHS
1204,1970,3.372,BHS
1205,1971,2.889,BHS
1206,1972,2.49,BHS
1207,1973,2.286,BHS
1208,1974,2.197,BHS
1209,1975,2.18,BHS
1210,1976,2.171,BHS
1211,1977,2.124,BHS
1212,1978,2.035,BHS
1213,1979,1.921,BHS
1214,1980,1.81,BHS
1215,1981,1.677,BHS
1216,1982,1.676,BHS
1217,1983,1.691,BHS
1218,1984,1.685,BHS
1219,1985,1.733,BHS
1220,1986,1.7,BHS
1221,1987,1.687,BHS
1222,1988,1.729,BHS
1223,1989,1.79,BHS
1224,1990,1.696,BHS
1225,1991,1.743,BHS
1226,1992,1.923,BHS
1227,1993,1.829,BHS
1228,1994,1.69,BHS
1229,1995,1.623,BHS
1230,1996,1.542,BHS
1231,1997,1.463,BHS
1232,1998,1.389,BHS
1233,1999,1.287,BHS
1234,2000,1.337,BHS
1235,2001,1.12,BHS
1236,2002,1.171,BHS
1237,2003,1.228,BHS
1238,2004,1.238,BHS
1239,2005,1.168,BHS
1240,2006,1.419,BHS
1241,2007,1.408,BHS
1242,2008,1.284,BHS
1243,2009,1.318,BHS
1244,2010,1.239,BHS
1245,2011,1.063,BHS
1246,2012,0.94,BHS
1247,2013,0.907,BHS
1248,2014,0.851,BHS
1249,2015,0.738,BHS
1250,2016,0.664,BHS
1251,2017,0.585,BHS
1252,2018,0.555,BHS
1253,2019,0.439,BHS
1254,2020,0.162,BHS
1255,2021,0.095,BHS
1256,2022,0.491,BHS
1258,1950,2.886,BHR
1259,1951,2.973,BHR
1260,1952,3.059,BHR
1261,1953,3.149,BHR
1262,1954,3.27,BHR
1263,1955,3.418,BHR
1264,1956,3.533,BHR
1265,1957,3.698,BHR
1266,1958,3.852,BHR
1267,1959,3.988,BHR
1268,1960,4.096,BHR
1269,1961,4.04,BHR
1270,1962,3.928,BHR
1271,1963,3.893,BHR
1272,1964,3.803,BHR
1273,1965,3.351,BHR
1274,1966,3.192,BHR
1275,1967,3.113,BHR
1276,1968,1.655,BHR
1277,1969,1.184,BHR
1278,1970,0.91,BHR
1279,1971,4.25,BHR
1280,1972,5.351,BHR
1281,1973,5.274,BHR
1282,1974,5.196,BHR
1283,1975,5.097,BHR
1284,1976,4.972,BHR
1285,1977,4.832,BHR
1286,1978,4.675,BHR
1287,1979,4.511,BHR
1288,1980,4.333,BHR
1289,1981,3.625,BHR
1290,1982,3.457,BHR
1291,1983,3.512,BHR
1292,1984,3.571,BHR
1293,1985,3.621,BHR
1294,1986,3.647,BHR
1295,1987,3.644,BHR
1296,1988,3.602,BHR
1297,1989,3.522,BHR
1298,1990,3.385,BHR
1299,1991,3.144,BHR
1300,1992,2.746,BHR
1301,1993,2.68,BHR
1302,1994,2.631,BHR
1303,1995,2.585,BHR
1304,1996,2.532,BHR
1305,1997,2.471,BHR
1306,1998,2.397,BHR
1307,1999,2.313,BHR
1308,2000,2.209,BHR
1309,2001,6.568,BHR
1310,2002,7.784,BHR
1311,2003,7.354,BHR
1312,2004,6.968,BHR
1313,2005,6.61,BHR
1314,2006,6.276,BHR
1315,2007,5.976,BHR
1316,2008,5.663,BHR
1317,2009,5.268,BHR
1318,2010,-0.252,BHR
1319,2011,-0.826,BHR
1320,2012,2.394,BHR
1321,2013,4.191,BHR
1322,2014,4.465,BHR
1323,2015,4.016,BHR
1324,2016,4.542,BHR
1325,2017,2.69,BHR
1326,2018,-0.575,BHR
1327,2019,-1.03,BHR
1328,2020,0.682,BHR
1329,2021,1.815,BHR
1330,2022,2.357,BHR
1332,1950,1.896,BGD
1333,1951,2.021,BGD
1334,1952,2.08,BGD
1335,1953,2.066,BGD
1336,1954,2.224,BGD
1337,1955,2.311,BGD
1338,1956,2.381,BGD
1339,1957,2.468,BGD
1340,1958,2.387,BGD
1341,1959,2.66,BGD
1342,1960,2.764,BGD
1343,1961,2.872,BGD
1344,1962,2.935,BGD
1345,1963,2.895,BGD
1346,1964,2.943,BGD
1347,1965,2.899,BGD
1348,1966,2.916,BGD
1349,1967,2.967,BGD
1350,1968,2.921,BGD
1351,1969,2.766,BGD
1352,1970,2.416,BGD
1353,1971,1.092,BGD
1354,1972,2.739,BGD
1355,1973,2.983,BGD
1356,1974,2.683,BGD
1357,1975,2.563,BGD
1358,1976,2.513,BGD
1359,1977,2.464,BGD
1360,1978,2.417,BGD
1361,1979,2.401,BGD
1362,1980,2.386,BGD
1363,1981,2.74,BGD
1364,1982,2.747,BGD
1365,1983,2.614,BGD
1366,1984,2.523,BGD
1367,1985,2.404,BGD
1368,1986,2.293,BGD
1369,1987,2.186,BGD
1370,1988,2.07,BGD
1371,1989,2.025,BGD
1372,1990,1.956,BGD
1373,1991,1.866,BGD
1374,1992,1.903,BGD
1375,1993,1.823,BGD
1376,1994,1.885,BGD
1377,1995,1.832,BGD
1378,1996,1.824,BGD
1379,1997,1.883,BGD
1380,1998,1.893,BGD
1381,1999,1.906,BGD
1382,2000,1.75,BGD
1383,2001,1.585,BGD
1384,2002,1.503,BGD
1385,2003,1.409,BGD
1386,2004,1.315,BGD
1387,2005,1.207,BGD
1388,2006,1.116,BGD
1389,2007,1.036,BGD
1390,2008,0.962,BGD
1391,2009,0.902,BGD
1392,2010,0.851,BGD
1393,2011,0.966,BGD
1394,2012,0.951,BGD
1395,2013,0.926,BGD
1396,2014,0.897,BGD
1397,2015,0.891,BGD
1398,2016,0.894,BGD
1399,2017,0.808,BGD
1400,2018,0.833,BGD
1401,2019,0.859,BGD
1402,2020,0.813,BGD
1403,2021,0.816,BGD
1404,2022,1.23,BGD
1406,1950,1.747,BRB
1407,1951,1.544,BRB
1408,1952,1.35,BRB
1409,1953,1.154,BRB
1410,1954,0.953,BRB
1411,1955,0.61,BRB
1412,1956,0.482,BRB
1413,1957,0.657,BRB
1414,1958,0.636,BRB
1415,1959,0.699,BRB
1416,1960,1.137,BRB
1417,1961,0.809,BRB
1418,1962,0.963,BRB
1419,1963,1.01,BRB
1420,1964,1.001,BRB
1421,1965,1.037,BRB
1422,1966,1.079,BRB
1423,1967,0.626,BRB
1424,1968,0.543,BRB
1425,1969,0.184,BRB
1426,1970,-0.229,BRB
1427,1971,0.054,BRB
1428,1972,0.339,BRB
1429,1973,0.193,BRB
1430,1974,0.17,BRB
1431,1975,0.148,BRB
1432,1976,0.065,BRB
1433,1977,0.081,BRB
1434,1978,-0.141,BRB
1435,1979,-0.084,BRB
1436,1980,0.286,BRB
1437,1981,0.307,BRB
1438,1982,0.345,BRB
1439,1983,0.362,BRB
1440,1984,0.367,BRB
1441,1985,0.337,BRB
1442,1986,0.286,BRB
1443,1987,0.228,BRB
1444,1988,0.147,BRB
1445,1989,0.121,BRB
1446,1990,0.245,BRB
1447,1991,0.366,BRB
1448,1992,0.322,BRB
1449,1993,0.261,BRB
1450,1994,0.193,BRB
1451,1995,0.127,BRB
1452,1996,0.059,BRB
1453,1997,0.023,BRB
1454,1998,0.011,BRB
1455,1999,0.051,BRB
1456,2000,-0.398,BRB
1457,2001,0.674,BRB
1458,2002,0.634,BRB
1459,2003,0.594,BRB
1460,2004,0.548,BRB
1461,2005,0.503,BRB
1462,2006,0.459,BRB
1463,2007,0.492,BRB
1464,2008,0.556,BRB
1465,2009,0.474,BRB
1466,2010,0.343,BRB
1467,2011,0.307,BRB
1468,2012,0.27,BRB
1469,2013,0.254,BRB
1470,2014,0.237,BRB
1471,2015,0.224,BRB
1472,2016,0.211,BRB
1473,2017,0.198,BRB
1474,2018,0.186,BRB
1475,2019,0.167,BRB
1476,2020,0.181,BRB
1477,2021,0.137,BRB
1478,2022,-0.016,BRB
1480,1950,0.772,BLR
1481,1951,0.955,BLR
1482,1952,1.125,BLR
1483,1953,1.229,BLR
1484,1954,1.425,BLR
1485,1955,1.553,BLR
1486,1956,1.653,BLR
1487,1957,1.663,BLR
1488,1958,1.707,BLR
1489,1959,1.719,BLR
1490,1960,1.395,BLR
1491,1961,1.327,BLR
1492,1962,1.16,BLR
1493,1963,1.042,BLR
1494,1964,0.948,BLR
1495,1965,0.837,BLR
1496,1966,0.839,BLR
1497,1967,0.761,BLR
1498,1968,0.776,BLR
1499,1969,0.642,BLR
1500,1970,0.7,BLR
1501,1971,0.734,BLR
1502,1972,0.69,BLR
1503,1973,0.641,BLR
1504,1974,0.657,BLR
1505,1975,0.604,BLR
1506,1976,0.59,BLR
1507,1977,0.577,BLR
1508,1978,0.499,BLR
1509,1979,0.592,BLR
1510,1980,0.775,BLR
1511,1981,0.778,BLR
1512,1982,0.669,BLR
1513,1983,0.707,BLR
1514,1984,0.637,BLR
1515,1985,0.624,BLR
1516,1986,0.581,BLR
1517,1987,0.482,BLR
1518,1988,0.51,BLR
1519,1989,0.499,BLR
1520,1990,0.041,BLR
1521,1991,0.108,BLR
1522,1992,0.355,BLR
1523,1993,0.11,BLR
1524,1994,-0.327,BLR
1525,1995,-0.313,BLR
1526,1996,-0.343,BLR
1527,1997,-0.478,BLR
1528,1998,-0.349,BLR
1529,1999,-0.474,BLR
1530,2000,-0.483,BLR
1531,2001,-0.586,BLR
1532,2002,-0.719,BLR
1533,2003,-0.709,BLR
1534,2004,-0.684,BLR
1535,2005,-0.702,BLR
1536,2006,-0.538,BLR
1537,2007,-0.398,BLR
1538,2008,-0.309,BLR
1539,2009,-0.153,BLR
1540,2010,-0.196,BLR
1541,2011,-0.184,BLR
1542,2012,-0.02,BLR
1543,2013,0.049,BLR
1544,2014,0.125,BLR
1545,2015,0.182,BLR
1546,2016,0.066,BLR
1547,2017,-0.135,BLR
1548,2018,-0.198,BLR
1549,2019,-0.747,BLR
1550,2020,-1.053,BLR
1551,2021,-1.089,BLR
1552,2022,-0.606,BLR
1554,1950,0.471,BEL
1555,1951,0.416,BEL
1556,1952,0.526,BEL
1557,1953,0.511,BEL
1558,1954,0.55,BEL
1559,1955,0.519,BEL
1560,1956,0.534,BEL
1561,1957,0.582,BEL
1562,1958,0.63,BEL
1563,1959,0.693,BEL
1564,1960,0.552,BEL
1565,1961,0.676,BEL
1566,1962,0.619,BEL
1567,1963,0.625,BEL
1568,1964,0.717,BEL
1569,1965,0.61,BEL
1570,1966,0.56,BEL
1571,1967,0.515,BEL
1572,1968,0.405,BEL
1573,1969,0.421,BEL
1574,1970,0.439,BEL
1575,1971,0.308,BEL
1576,1972,0.277,BEL
1577,1973,0.2,BEL
1578,1974,0.165,BEL
1579,1975,0.095,BEL
1580,1976,0.119,BEL
1581,1977,0.191,BEL
1582,1978,0.173,BEL
1583,1979,0.226,BEL
1584,1980,0.217,BEL
1585,1981,0.141,BEL
1586,1982,0.096,BEL
1587,1983,0.042,BEL
1588,1984,0.069,BEL
1589,1985,0.048,BEL
1590,1986,0.087,BEL
1591,1987,0.159,BEL
1592,1988,0.192,BEL
1593,1989,0.211,BEL
1594,1990,0.28,BEL
1595,1991,0.481,BEL
1596,1992,0.457,BEL
1597,1993,0.317,BEL
1598,1994,0.298,BEL
1599,1995,0.122,BEL
1600,1996,0.266,BEL
1601,1997,0.215,BEL
1602,1998,0.211,BEL
1603,1999,0.249,BEL
1604,2000,0.24,BEL
1605,2001,0.447,BEL
1606,2002,0.445,BEL
1607,2003,0.392,BEL
1608,2004,0.474,BEL
1609,2005,0.627,BEL
1610,2006,0.695,BEL
1611,2007,0.76,BEL
1612,2008,0.819,BEL
1613,2009,1.098,BEL
1614,2010,1.176,BEL
1615,2011,0.683,BEL
1616,2012,0.562,BEL
1617,2013,0.387,BEL
1618,2014,0.504,BEL
1619,2015,0.655,BEL
1620,2016,0.36,BEL
1621,2017,0.412,BEL
1622,2018,0.5,BEL
1623,2019,0.582,BEL
1624,2020,0.278,BEL
1625,2021,0.254,BEL
1626,2022,0.967,BEL
1628,1950,2.658,BLZ
1629,1951,3.179,BLZ
1630,1952,2.978,BLZ
1631,1953,2.857,BLZ
1632,1954,2.784,BLZ
1633,1955,2.758,BLZ
1634,1956,2.717,BLZ
1635,1957,2.739,BLZ
1636,1958,2.683,BLZ
1637,1959,2.624,BLZ
1638,1960,2.543,BLZ
1639,1961,2.464,BLZ
1640,1962,2.616,BLZ
1641,1963,2.848,BLZ
1642,1964,2.942,BLZ
1643,1965,3.014,BLZ
1644,1966,3.063,BLZ
1645,1967,3.081,BLZ
1646,1968,3.012,BLZ
1647,1969,2.709,BLZ
1648,1970,1.816,BLZ
1649,1971,1.585,BLZ
1650,1972,1.439,BLZ
1651,1973,1.378,BLZ
1652,1974,1.357,BLZ
1653,1975,2.042,BLZ
1654,1976,2.074,BLZ
1655,1977,2.072,BLZ
1656,1978,2.045,BLZ
1657,1979,2.183,BLZ
1658,1980,2.534,BLZ
1659,1981,2.535,BLZ
1660,1982,2.46,BLZ
1661,1983,2.396,BLZ
1662,1984,2.343,BLZ
1663,1985,2.291,BLZ
1664,1986,2.246,BLZ
1665,1987,2.221,BLZ
1666,1988,2.216,BLZ
1667,1989,2.217,BLZ
1668,1990,2.167,BLZ
1669,1991,2.118,BLZ
1670,1992,2.055,BLZ
1671,1993,2.008,BLZ
1672,1994,2.248,BLZ
1673,1995,2.754,BLZ
1674,1996,3.189,BLZ
1675,1997,3.478,BLZ
1676,1998,3.505,BLZ
1677,1999,3.381,BLZ
1678,2000,3.157,BLZ
1679,2001,3.043,BLZ
1680,2002,3.009,BLZ
1681,2003,2.972,BLZ
1682,2004,2.936,BLZ
1683,2005,2.898,BLZ
1684,2006,2.845,BLZ
1685,2007,2.788,BLZ
1686,2008,2.717,BLZ
1687,2009,2.635,BLZ
1688,2010,2.194,BLZ
1689,2011,2.163,BLZ
1690,2012,2.139,BLZ
1691,2013,2.129,BLZ
1692,2014,2.097,BLZ
1693,2015,2.106,BLZ
1694,2016,2.534,BLZ
1695,2017,2.078,BLZ
1696,2018,1.656,BLZ
1697,2019,1.272,BLZ
1698,2020,1.295,BLZ
1699,2021,1.015,BLZ
1700,2022,2.672,BLZ
1702,1950,0.717,BEN
1703,1951,0.773,BEN
1704,1952,0.849,BEN
1705,1953,0.93,BEN
1706,1954,1.018,BEN
1707,1955,1.105,BEN
1708,1956,1.196,BEN
1709,1957,1.297,BEN
1710,1958,1.394,BEN
1711,1959,1.489,BEN
1712,1960,1.582,BEN
1713,1961,1.721,BEN
1714,1962,1.798,BEN
1715,1963,1.872,BEN
1716,1964,1.942,BEN
1717,1965,2.007,BEN
1718,1966,2.04,BEN
1719,1967,2.087,BEN
1720,1968,2.133,BEN
1721,1969,2.18,BEN
1722,1970,2.229,BEN
1723,1971,2.268,BEN
1724,1972,2.321,BEN
1725,1973,2.359,BEN
1726,1974,2.403,BEN
1727,1975,2.46,BEN
1728,1976,2.515,BEN
1729,1977,2.572,BEN
1730,1978,2.61,BEN
1731,1979,2.708,BEN
1732,1980,2.803,BEN
1733,1981,2.875,BEN
1734,1982,2.899,BEN
1735,1983,2.904,BEN
1736,1984,2.941,BEN
1737,1985,2.968,BEN
1738,1986,2.998,BEN
1739,1987,3.03,BEN
1740,1988,3.055,BEN
1741,1989,3.064,BEN
1742,1990,3.081,BEN
1743,1991,3.088,BEN
1744,1992,3.091,BEN
1745,1993,5.724,BEN
1746,1994,1.829,BEN
1747,1995,2.393,BEN
1748,1996,2.834,BEN
1749,1997,3.066,BEN
1750,1998,3.099,BEN
1751,1999,3.089,BEN
1752,2000,3.065,BEN
1753,2001,3.044,BEN
1754,2002,3.036,BEN
1755,2003,3.062,BEN
1756,2004,3.062,BEN
1757,2005,3.374,BEN
1758,2006,2.875,BEN
1759,2007,3.033,BEN
1760,2008,3.007,BEN
1761,2009,2.992,BEN
1762,2010,2.977,BEN
1763,2011,2.979,BEN
1764,2012,2.957,BEN
1765,2013,2.941,BEN
1766,2014,2.969,BEN
1767,2015,2.94,BEN
1768,2016,2.91,BEN
1769,2017,2.853,BEN
1770,2018,2.775,BEN
1771,2019,2.697,BEN
1772,2020,2.629,BEN
1773,2021,2.556,BEN
1774,2022,2.539,BEN
1776,1950,1.556,BMU
1777,1951,1.556,BMU
1778,1952,1.27,BMU
1779,1953,1.318,BMU
1780,1954,1.304,BMU
1781,1955,1.255,BMU
1782,1956,1.187,BMU
1783,1957,1.02,BMU
1784,1958,1.034,BMU
1785,1959,1.049,BMU
1786,1960,1.642,BMU
1787,1961,2.637,BMU
1788,1962,2.48,BMU
1789,1963,2.435,BMU
1790,1964,2.235,BMU
1791,1965,2.242,BMU
1792,1966,2.229,BMU
1793,1967,1.773,BMU
1794,1968,1.79,BMU
1795,1969,1.76,BMU
1796,1970,1.406,BMU
1797,1971,0.441,BMU
1798,1972,0.301,BMU
1799,1973,0.24,BMU
1800,1974,0.179,BMU
1801,1975,0.092,BMU
1802,1976,0.214,BMU
1803,1977,0.204,BMU
1804,1978,0.206,BMU
1805,1979,0.118,BMU
1806,1980,0.462,BMU
1807,1981,0.741,BMU
1808,1982,0.699,BMU
1809,1983,0.73,BMU
1810,1984,0.698,BMU
1811,1985,0.664,BMU
1812,1986,0.567,BMU
1813,1987,0.771,BMU
1814,1988,0.764,BMU
1815,1989,0.749,BMU
1816,1990,0.749,BMU
1817,1991,0.724,BMU
1818,1992,0.731,BMU
1819,1993,0.661,BMU
1820,1994,0.622,BMU
1821,1995,0.499,BMU
1822,1996,0.461,BMU
1823,1997,0.751,BMU
1824,1998,0.777,BMU
1825,1999,0.82,BMU
1826,2000,0.57,BMU
1827,2001,0.457,BMU
1828,2002,0.43,BMU
1829,2003,0.353,BMU
1830,2004,0.189,BMU
1831,2005,0.309,BMU
1832,2006,0.081,BMU
1833,2007,0.478,BMU
1834,2008,0.441,BMU
1835,2009,0.396,BMU
1836,2010,0.108,BMU
1837,2011,-0.086,BMU
1838,2012,-0.185,BMU
1839,2013,-0.042,BMU
1840,2014,-0.098,BMU
1841,2015,-0.109,BMU
1842,2016,0.061,BMU
1843,2017,0.348,BMU
1844,2018,0.445,BMU
1845,2019,0.418,BMU
1846,2020,0.438,BMU
1847,2021,0.387,BMU
1848,2022,-0.076,BMU
1850,1950,2.656,BTN
1851,1951,2.705,BTN
1852,1952,2.697,BTN
1853,1953,2.749,BTN
1854,1954,2.731,BTN
1855,1955,2.781,BTN
1856,1956,2.776,BTN
1857,1957,2.803,BTN
1858,1958,2.806,BTN
1859,1959,2.835,BTN
1860,1960,2.84,BTN
1861,1961,2.894,BTN
1862,1962,3.111,BTN
1863,1963,3.12,BTN
1864,1964,3.168,BTN
1865,1965,3.221,BTN
1866,1966,3.271,BTN
1867,1967,3.313,BTN
1868,1968,3.358,BTN
1869,1969,3.396,BTN
1870,1970,3.404,BTN
1871,1971,3.403,BTN
1872,1972,3.405,BTN
1873,1973,3.406,BTN
1874,1974,3.402,BTN
1875,1975,3.412,BTN
1876,1976,3.414,BTN
1877,1977,3.416,BTN
1878,1978,3.413,BTN
1879,1979,3.36,BTN
1880,1980,3.306,BTN
1881,1981,3.246,BTN
1882,1982,3.192,BTN
1883,1983,3.181,BTN
1884,1984,3.138,BTN
1885,1985,3.099,BTN
1886,1986,3.073,BTN
1887,1987,3.026,BTN
1888,1988,2.963,BTN
1889,1989,2.911,BTN
1890,1990,2.495,BTN
1891,1991,1.049,BTN
1892,1992,-8.713,BTN
1893,1993,0.74,BTN
1894,1994,-0.803,BTN
1895,1995,-1.562,BTN
1896,1996,1.85,BTN
1897,1997,1.732,BTN
1898,1998,2.073,BTN
1899,1999,2.487,BTN
1900,2000,2.359,BTN
1901,2001,2.256,BTN
1902,2002,2.154,BTN
1903,2003,2.049,BTN
1904,2004,1.952,BTN
1905,2005,1.502,BTN
1906,2006,1.181,BTN
1907,2007,1.143,BTN
1908,2008,1.116,BTN
1909,2009,1.097,BTN
1910,2010,1.094,BTN
1911,2011,1.101,BTN
1912,2012,1.114,BTN
1913,2013,1.102,BTN
1914,2014,1.056,BTN
1915,2015,0.975,BTN
1916,2016,0.973,BTN
1917,2017,0.75,BTN
1918,2018,0.683,BTN
1919,2019,0.646,BTN
1920,2020,0.704,BTN
1921,2021,0.702,BTN
1922,2022,0.704,BTN
1924,1950,1.481,BOL
1925,1951,1.558,BOL
1926,1952,1.619,BOL
1927,1953,1.705,BOL
1928,1954,1.774,BOL
1929,1955,1.841,BOL
1930,1956,1.895,BOL
1931,1957,1.939,BOL
1932,1958,1.978,BOL
1933,1959,2.009,BOL
1934,1960,2.035,BOL
1935,1961,2.05,BOL
1936,1962,2.076,BOL
1937,1963,2.102,BOL
1938,1964,2.123,BOL
1939,1965,2.146,BOL
1940,1966,2.174,BOL
1941,1967,2.207,BOL
1942,1968,2.233,BOL
1943,1969,2.241,BOL
1944,1970,2.244,BOL
1945,1971,2.251,BOL
1946,1972,2.241,BOL
1947,1973,2.258,BOL
1948,1974,2.264,BOL
1949,1975,2.266,BOL
1950,1976,2.311,BOL
1951,1977,2.303,BOL
1952,1978,2.29,BOL
1953,1979,2.263,BOL
1954,1980,2.235,BOL
1955,1981,2.203,BOL
1956,1982,2.164,BOL
1957,1983,2.142,BOL
1958,1984,2.132,BOL
1959,1985,2.1,BOL
1960,1986,2.104,BOL
1961,1987,2.114,BOL
1962,1988,2.124,BOL
1963,1989,2.11,BOL
1964,1990,2.096,BOL
1965,1991,2.072,BOL
1966,1992,2.008,BOL
1967,1993,1.959,BOL
1968,1994,1.912,BOL
1969,1995,1.866,BOL
1970,1996,1.835,BOL
1971,1997,1.777,BOL
1972,1998,1.754,BOL
1973,1999,1.738,BOL
1974,2000,1.697,BOL
1975,2001,1.677,BOL
1976,2002,1.668,BOL
1977,2003,1.682,BOL
1978,2004,1.684,BOL
1979,2005,1.688,BOL
1980,2006,1.721,BOL
1981,2007,1.7,BOL
1982,2008,1.677,BOL
1983,2009,1.654,BOL
1984,2010,1.635,BOL
1985,2011,1.611,BOL
1986,2012,1.588,BOL
1987,2013,1.559,BOL
1988,2014,1.53,BOL
1989,2015,1.504,BOL
1990,2016,1.476,BOL
1991,2017,1.447,BOL
1992,2018,1.42,BOL
1993,2019,1.393,BOL
1994,2020,1.077,BOL
1995,2021,0.963,BOL
1996,2022,1.364,BOL
1998,1950,0.186,BES
1999,1951,0.797,BES
2000,1952,1.63,BES
2001,1953,1.522,BES
2002,1954,4.247,BES
2003,1955,0.079,BES
2004,1956,0.197,BES
2005,1957,0.38,BES
2006,1958,0.716,BES
2007,1959,0.892,BES
2008,1960,1.557,BES
2009,1961,1.671,BES
2010,1962,1.839,BES
2011,1963,2.094,BES
2012,1964,2.39,BES
2013,1965,2.392,BES
2014,1966,2.57,BES
2015,1967,2.635,BES
2016,1968,2.642,BES
2017,1969,2.738,BES
2018,1970,2.615,BES
2019,1971,2.539,BES
2020,1972,2.037,BES
2021,1973,1.414,BES
2022,1974,1.487,BES
2023,1975,1.548,BES
2024,1976,1.659,BES
2025,1977,1.747,BES
2026,1978,1.639,BES
2027,1979,1.587,BES
2028,1980,1.57,BES
2029,1981,1.047,BES
2030,1982,0.855,BES
2031,1983,0.847,BES
2032,1984,0.889,BES
2033,1985,0.881,BES
2034,1986,0.802,BES
2035,1987,0.859,BES
2036,1988,0.922,BES
2037,1989,0.937,BES
2038,1990,0.951,BES
2039,1991,0.889,BES
2040,1992,0.858,BES
